id	kloeke	place	province	country	dictionary	point
1624	K040p	Beusichem	Gl	NL		51.9537, 5.28349
1625	K042a	Vlaardingen	ZH	NL		51.9107, 4.33503
1626	K042b	Pernis	ZH	NL		51.8968, 4.38725
1627	K042p	Delfshaven	ZH	NL		51.911, 4.4444
1628	K047a	Ijsselmonde	ZH	NL		51.9031, 4.55342
1629	K047b	Bolnes	ZH	NL		51.8986, 4.57517
1630	K047c	Kralingse Veer	ZH	NL		51.912, 4.53813
1631	K048z	Develsluis	ZH	NL		51.8319, 4.57788
1632	K049a	Slikkerveer	ZH	NL		51.8913, 4.60049
1633	K049b	Rijsoord	ZH	NL		51.8532, 4.59914
1634	K050z	Sandelingenambacht	ZH	NL		51.864, 4.6191
1635	K052p	Krimpen aan de Lek	ZH	NL		51.9024, 4.63406
1636	K053a	Kinderdijk	ZH	NL		51.8884, 4.63782
1637	K054p	Lekkerkerk	ZH	NL		51.9002, 4.6865
1638	K055p	Nieuw-Lekkerland	ZH	NL		51.8922, 4.69318
1639	K057p	Brandwijk	ZH	NL		51.8968, 4.81202
1640	K058p	Oud-Alblas	ZH	NL		51.8623, 4.70321
1641	K059p	Wijngaarden	ZH	NL		51.8518, 4.76981
1642	K060p	Bleskensgraaf	ZH	NL		51.8689, 4.7731
1643	K062p	Ottoland	ZH	NL		51.8981, 4.86995
1644	K064p	Noordeloos	ZH	NL		51.9046, 4.94798
1645	K067p	Peursum	ZH	NL		51.8704, 4.89796
1646	K068p	Giessen-Nieuwkerk	ZH	NL		51.8645, 4.88443
1647	K068q	Giessenburg	ZH	NL		51.8519, 4.86947
1648	K068z	Giessen-Oudekerk	ZH	NL		51.8476, 4.88613
1649	K069p	Schelluinen	ZH	NL		51.8518, 4.92635
1650	K070p	Arkel	ZH	NL		51.8618, 4.99976
1651	K072a	Hoogeind	ZH	NL		51.9125, 5.07744
1652	K074a	Oosterwijk	ZH	NL		51.8854, 5.08468
1653	K076a	Rhenoy	Gl	NL		51.8912, 5.1587
1654	K076b	Acquoy	Gl	NL		51.879, 5.13257
1655	K076c	Gellicum	Gl	NL		51.8818, 5.16328
1656	K076p	Asperen	Gl	NL		51.8874, 5.12245
1657	K077a	Rumpt	Gl	NL		51.8887, 5.1834
1658	K078a	Enspijk	Gl	NL		51.885, 5.21565
1659	K078p	Deil	Gl	NL		51.8948, 5.267
1660	K079a	Tricht	Gl	NL		51.8985, 5.26498
1661	K079p	Buurmalsen	Gl	NL		51.8948, 5.29522
1662	K080p	Geldermalsen	Gl	NL		51.8845, 5.29423
1663	K082a	Hekelingen	ZH	NL		51.825, 4.33301
1664	K082p	Nieuw-Beijerland	ZH	NL		51.8084, 4.33339
1665	K086p	Zuid-Beijerland	ZH	NL		51.7517, 4.36837
1666	K087a	Zuidzijde	ZH	NL		51.7723, 4.37092
1667	K088p	Westmaas	ZH	NL		51.7881, 4.47361
1668	K089p	Heer Oudelandsambacht	ZH	NL		51.8225, 4.61326
1669	K090q	Groote Lindt	ZH	NL		51.8148, 4.62999
1670	K091p	Maasdam	ZH	NL		51.7893, 4.54849
1671	K091q	Cillaarshoek	ZH	NL		51.7718, 4.53876
1672	K093q	Mookhoek	ZH	NL		51.7622, 4.59973
1673	K094a	Papendrecht	ZH	NL		51.8335, 4.68603
1674	K094p	Dordrecht	ZH	NL		51.8237, 4.655
1675	K094z	Wieldrecht	ZH	NL		51.7871, 4.63649
1676	K098a	Boven-Hardinxveld	ZH	NL		51.8311, 4.89386
1677	K098b	Hardinxveld	ZH	NL		51.8356, 4.83846
1678	K098p	Neder-Hardinxveld	ZH	NL		51.8356, 4.83846
1679	K099a	Dalem	ZH	NL		51.83, 5.01361
1680	K112a	Tuil	Gl	NL		51.8231, 5.24858
1681	K113p	Waardenburg	Gl	NL		51.8387, 5.26565
1682	K118p	Hurwenen	Gl	NL		51.8091, 5.32506
1683	K119a	Bruchem	Gl	NL		51.7888, 5.2512
1684	K119b	Delwijnen	Gl	NL		51.7687, 5.19097
1685	K120a	Velddriel	Gl	NL		51.7748, 5.30652
1686	K120b	Hoenzadriel	Gl	NL		51.7549, 5.33318
1687	K124q	Strijensas	ZH	NL		51.721, 4.59543
1688	K152z	Zwingelspaan	NB	NL		51.657, 4.48328
1689	K156a	Noordhoek	NB	NL		51.643, 4.53316
1690	K179j	Galder	NB	NL		51.5262, 4.78973
1691	K179q	Overa	NB	NL		51.5481, 4.75394
1692	L012p	Kesteren	Gl	NL		51.9343, 5.57854
1693	L020a	Homoet	Gl	NL		51.9368, 5.80548
1694	L021q	Indoornik	Gl	NL		51.9508, 5.71935
1695	L026a	Angeren	Gl	NL		51.9246, 5.95914
1696	L026p	Huissen	Gl	NL		51.9418, 5.9402
1697	L028p	Lathum	Gl	NL		51.9872, 6.02658
1698	L029p	Giesbeek	Gl	NL		51.9944, 6.07062
1699	L033z	Oud-Zevenaar	Gl	NL		51.9245, 6.09829
1700	L034a	Loil	Gl	NL		51.96, 6.15083
1701	L034h	Greffelkamp	Gl	NL		51.9552, 6.11543
1702	L036q	Kleindorp	Gl	NL		51.9766, 6.18998
1703	L037a	Oosseld	Gl	NL		51.9519, 6.32423
1704	L038a	Wijnbergen	Gl	NL		51.9506, 6.28688
1705	L039p	Braamt	Gl	NL		51.9302, 6.26378
1706	L040a	Erichem	Gl	NL		51.9026, 5.35819
1707	L044a	Passewaaij	Gl	NL		51.8802, 5.40757
1708	L045p	Wadenoijen	Gl	NL		51.8749, 5.36879
1709	L045q	Kapel-Avezaath	Gl	NL		51.8892, 5.36576
1710	L046z	Zennewijnen	Gl	NL		51.8649, 5.41612
1711	L047p	Dreumel	Gl	NL		51.8512, 5.4453
1712	L049p	Echteld	Gl	NL		51.9132, 5.51292
1713	L051a	Eldiksenhoek	Gl	NL		51.9143, 5.60113
1714	L051p	Ochten	Gl	NL		51.9096, 5.57289
1715	L054b	Puiflijk	Gl	NL		51.885, 5.59848
1716	L054c	Deest	Gl	NL		51.8904, 5.66752
1717	L055p	Altforst	Gl	NL		51.8576, 5.57519
1718	L056p	Appeltern	Gl	NL		51.8417, 5.59375
1719	L060p	Andelst	Gl	NL		51.9118, 5.7362
1720	L061p	Herveld	Gl	NL		51.9045, 5.7563
1721	L062a	Slijk-Ewijk	Gl	NL		51.8919, 5.80003
1722	L062p	Valburg	Gl	NL		51.9144, 5.80276
1723	L062z	Eimeren	Gl	NL		51.9071, 5.82285
1724	L064a	Winssen	Gl	NL		51.8891, 5.71638
1725	L064b	Hernen	Gl	NL		51.8389, 5.69689
1726	L065a	Weurt	Gl	NL		51.8638, 5.82998
1727	L066a	Neerbosch	Gl	NL		51.8389, 5.81716
1728	L067p	Ressen	Gl	NL		51.8966, 5.87364
1729	L068p	Lent	Gl	NL		51.8682, 5.8839
1730	L069a	Haalderen	Gl	NL		51.8901, 5.93855
1731	L069p	Bemmel	Gl	NL		51.8987, 5.90641
1732	L070a	Hulhuizen	Gl	NL		51.8902, 5.98994
1733	L071p	Nijmegen	Gl	NL		51.8462, 5.86957
1734	L072a	Erlecom	Gl	NL		51.8575, 5.97239
1735	L072z	Persingen	Gl	NL		51.8481, 5.9325
1736	L075a	Kekerdom	Gl	NL		51.8698, 6.01132
1737	L075p	Millingen aan de Rijn	Gl	NL		51.8705, 6.05111
1738	L076p	Doornenburg	Gl	NL		51.896, 6.00463
1739	L080p	Lobith	Gl	NL		51.8669, 6.1281
1740	L082p	Zeddam	Gl	NL		51.9068, 6.26634
1741	L084a	Lengel	Gl	NL		51.8909, 6.2746
1742	L085p	Netterden	Gl	NL		51.8677, 6.3245
1743	L087a	Heesselt	Gl	NL		51.8141, 5.35171
1744	L088p	Heerewaarden	Gl	NL		51.8197, 5.39245
1745	L094a	Heilhoek	NB	NL		51.7598, 5.4924
1746	L107p	Hatert	Gl	NL		51.8124, 5.82545
1747	L108p	Balgoij	Gl	NL		51.7868, 5.7282
1748	L110a	Nederasselt	Gl	NL		51.7733, 5.75473
1749	L120p	Nijerf	Gl	NL		51.7711, 5.9371
1750	L179q	Plein	NB	NL		51.6087, 5.45401
1751	L180m	Zijtaart	NB	NL		51.6026, 5.57414
1752	M002p	Gaanderen	Gl	NL		51.9435, 6.35483
1753	M002q	Slangenburg	Gl	NL		51.9635, 6.35122
1754	M003p	Westendorp	Gl	NL		51.9554, 6.41967
1755	M004a	Heelweg-West	Gl	NL		51.9728, 6.46196
1756	M004b	Heelweg-Oost	Gl	NL		51.961, 6.49397
1757	M004p	Varsseveld	Gl	NL		51.9469, 6.47092
1758	M005p	Terborg	Gl	NL		51.9241, 6.36197
1759	M006p	Harreveld	Gl	NL		51.9866, 6.51985
1760	M007p	Lichtenvoorde	Gl	NL		51.9936, 6.57456
1761	M007q	Vragender	Gl	NL		51.9968, 6.61859
1762	M008p	Barlo	Gl	NL		51.963, 6.57981
1763	M009a	Lintelo ten Noorden	Gl	NL		51.9352, 6.52057
1764	M009p	Aalten	Gl	NL		51.9314, 6.58956
1765	M009z	Dale	Gl	NL		51.9513, 6.59463
1766	M010p	Bredevoort	Gl	NL		51.9489, 6.61777
1767	M011a	Haart	Gl	NL		51.9318, 6.64303
1768	M011p	Miste	Gl	NL		51.9524, 6.66328
1769	M012p	Corle	Gl	NL		51.9644, 6.65353
1770	M013p	Winterswijk	Gl	NL		51.9807, 6.72719
1771	M014p	Henxel	Gl	NL		51.988, 6.7673
1772	M014q	Huppel	Gl	NL		51.9993, 6.75906
1773	M015a	Woold	Gl	NL		51.9341, 6.71571
1774	M015p	Kotten	Gl	NL		51.9491, 6.7661
1775	M040p	Silvolde	Gl	NL		51.9149, 6.38244
1776	M041p	Sinderen	Gl	NL		51.9076, 6.4352
1777	M042a	Varsselder	Gl	NL		51.8946, 6.3563
1778	M042p	Ulft	Gl	NL		51.8925, 6.37943
1779	M043p	Gendringen	Gl	NL		51.8772, 6.38513
1780	M044p	Megchelen	Gl	NL		51.8471, 6.40057
1781	M046a	Heurne Middel	Gl	NL		51.8966, 6.50952
1782	M046b	Klein Breedenbroek	Gl	NL		51.8879, 6.48059
1783	M046c	Groot Breedenbroek	Gl	NL		51.8972, 6.45108
1784	M046p	Dinxperlo	Gl	NL		51.87, 6.49123
1785	M048a	Lintelo ten Zuiden	Gl	NL		51.9173, 6.50348
1786	M048p	Ijzerlo	Gl	NL		51.9021, 6.55955
1787	R167d	Rees	Ri	DE		51.7464, 6.40233
1788	R313d	Xanten	Ri	DE		51.6691, 6.44672
1789	R316d	Sonsbeck	Ri	DE		51.6049, 6.37463
1790	R326d	Wesel	Ri	DE		51.6625, 6.61299
1791	R329d	Bderich	Ri	DE		51.6292, 6.57853
1792	R418d	Dinslaken	Ri	DE		51.5658, 6.72644
1793	Y132d	Keken	Ri	DE		51.8504, 6.079
1794	Y147d	Emmerich	Ri	DE		51.8362, 6.24635
1795	Y302d	Goch	Ri	DE		51.6828, 6.15919
1796	Y306d	Uedem	Ri	DE		51.6686, 6.27475
1797	Y460d	Geldern	Ri	DE		51.5193, 6.3238
1798	L024p	Elden	Gl	NL		51.9661, 5.89054
1799	M017p	Stadtlohn	Dui	DE		51.9921, 6.91378
1800	L116p	Beek	Gl	NL		51.8313, 5.92425
1801	L065p	Beuningen	Gl	NL		51.8692, 5.78471
1802	L040p	Buren	Gl	NL		51.9132, 5.34256
1803	D006z	Den Hoorn	ZH	NL		52.0044, 4.32475
1804	M039p	Etten	Gl	NL		51.9165, 6.34568
1805	G249p	Geesteren	Gl	NL		52.1457, 6.53452
1806	F174z	Groenendaal	Gl	NL		52.0842, 5.95005
1807	E173q	Groenendijk	ZH	NL		52.1238, 4.56702
1808	M001p	Halle	Gl	NL		51.9968, 6.42819
1809	F206p	Hengelo	Gl	NL		52.0573, 6.30975
1810	M049p	Heurne	Gl	NL		51.9168, 6.58413
1811	F122a	Horst	Gl	NL		52.3213, 5.58834
1812	L108q	Keent	NB	NL		51.7725, 5.70297
1813	G221p	Laren	Gl	NL		52.2027, 6.3711
1814	L053p	Leeuwen	Gl	NL		51.8944, 5.56325
1815	F102b	t Loo	Gl	NL		52.4516, 5.96135
1816	L027b	Loo	Gl	NL		51.9375, 5.99057
1817	K081a	Meteren	Gl	NL		51.8705, 5.28772
1818	E208z	Middelburg	ZH	NL		52.0516, 4.72711
1819	I029a	Nieuwendijk	ZH	NL		51.7614, 4.30686
1820	I015a	Nieuwesluis	ZH	NL		51.8791, 4.22496
1821	K071p	Nieuwland	ZH	NL		51.9055, 5.01601
1822	I012p	Nieuwland	ZH	NL		51.8804, 4.17304
1823	L033a	Ooij	Gl	NL		51.9268, 6.06959
1824	F101p	Oosterwolde	Gl	NL		52.474, 5.90294
1825	F124p	Putten	Gl	NL		52.2658, 5.6145
1826	E196p	Rijswijk	ZH	NL		52.0572, 4.33563
1827	F186p	Scherpenzeel	Gl	NL		52.0843, 5.4962
1828	I034p	Serooskerke	Ze	NL		51.7011, 3.80106
1829	I062a	Serooskerke	Ze	NL		51.5519, 3.59173
1830	K075a	Spijk	Gl	NL		51.8616, 5.02996
1831	L080a	Spijk	Gl	NL		51.863, 6.15975
1832	K027a	Tienhoven	ZH	NL		51.9601, 4.94895
1833	F112c	Tongeren	Gl	NL		52.3567, 5.93059
1834	E137p	Valkenburg	ZH	NL		52.1804, 4.42603
1835	L027a	Velp	Gl	NL		51.9962, 5.98429
1836	M043z	Voorst	Gl	NL		51.8819, 6.4482
1837	F158p	Voorst	Gl	NL		52.1779, 6.14745
1838	F102a	Wezep	Gl	NL		52.4704, 5.99528
1839	G120p	Wilsum	Dui	DE		52.539, 6.85249
1840	F103z	t Zand	Gl	NL		52.503, 6.02126
1841	E205p	Zevenhuizen	ZH	NL		52.013, 4.5837
1842	K090p	Zwijndrecht	ZH	NL		51.8264, 4.64942
1843	G281p	Zwolle	Gl	NL		52.0419, 6.66178
1844	I005p	Schipluiden	ZH	NL		51.9768, 4.3042
1845	I007p	Maassluis	ZH	NL		51.9272, 4.23581
1846	I010p	Nieuw-Helvoet	ZH	NL		51.8484, 4.08934
1847	I024p	Sommelsdijk	ZH	NL		51.7682, 4.13838
1848	I033p	Haamstede	Ze	NL		51.7002, 3.73085
1849	I038p	Kerkwerve	Ze	NL		51.6873, 3.88782
1850	I041p	Sirjansland	Ze	NL		51.6794, 4.03251
1851	I049p	Zierikzee	Ze	NL		51.6517, 3.90704
1852	I051p	Nieuwerkerk	Ze	NL		51.6538, 3.99969
1853	I057b	De Heen	NB	NL		51.6124, 4.26485
1854	I064b	Krommenhoeke	Ze	NL		51.5029, 3.5487
1855	I075p	Poortvliet	Ze	NL		51.5491, 4.14441
1856	I078a	Lepelstraat	NB	NL		51.5576, 4.27421
1857	K001p	Zouteveen	ZH	NL		51.9493, 4.33211
1858	K002p	Kethel	ZH	NL		51.9325, 4.36679
1859	K003p	Schiedam	ZH	NL		51.9184, 4.39434
1860	K004p	Overschie	ZH	NL		51.9423, 4.42558
1861	K061p	Molenaarsgraaf	ZH	NL		51.8788, 4.81628
1862	K063p	Goudriaan	ZH	NL		51.9085, 4.89654
1863	K065p	Hoornaar	ZH	NL		51.8909, 4.94913
1864	K009p	Bergschenhoek	ZH	NL		51.9862, 4.49179
1865	K010p	Nieuwerkerk aan den IJssel	ZH	NL		51.9708, 4.60314
1866	K011p	Capelle aan den IJssel	ZH	NL		51.9265, 4.59987
1867	K014p	Gouderak	ZH	NL		51.9859, 4.68516
1868	K015p	Berkenwoude	ZH	NL		51.9449, 4.71203
1869	K016p	Stolwijk	ZH	NL		51.9708, 4.77473
1870	K017p	Vlist	ZH	NL		51.9845, 4.81948
1871	K018p	Bergambacht	ZH	NL		51.9409, 4.77917
1872	K019p	Groot-Ammers	ZH	NL		51.9237, 4.82176
1873	K020p	Schoonhoven	ZH	NL		51.937, 4.85992
1874	K022p	Willige Langerak	ZH	NL		51.9464, 4.88351
1875	K026p	Langerak	ZH	NL		51.9378, 4.90227
1876	K027p	Ameide	ZH	NL		51.9614, 4.9666
1877	K028p	Meerkerk	ZH	NL		51.9278, 4.99767
1878	K034p	Lexmond	ZH	NL		51.9691, 5.03668
1879	K035p	Hei- en Boeicop	ZH	NL		51.9487, 5.09182
1880	K036p	Schoonrewoerd	ZH	NL		51.9266, 5.11919
1881	K041p	Asch	Gl	NL		51.9316, 5.31531
1882	K043p	Oud-Charlois	ZH	NL		51.9007, 4.48644
1883	K044p	Hoogvliet	ZH	NL		51.8701, 4.36116
1884	K045p	Poortugaal	ZH	NL		51.8601, 4.39059
1885	K046p	Rhoon	ZH	NL		51.8659, 4.41866
1886	K047p	Barendrecht	ZH	NL		51.8643, 4.53299
1887	K048p	Heerjansdam	ZH	NL		51.8427, 4.56108
1888	K049p	Ridderkerk	ZH	NL		51.8747, 4.60179
1889	K050p	Hendrik-Ido-Ambacht	ZH	NL		51.8553, 4.63485
1890	K051p	Krimpen aan den IJssel	ZH	NL		51.9136, 4.58044
1891	K053p	Alblasserdam	ZH	NL		51.8707, 4.65725
1892	K056p	Streefkerk	ZH	NL		51.9049, 4.74892
1893	K066p	Hoogblokland	ZH	NL		51.8835, 4.9774
1894	K072p	Leerbroek	ZH	NL		51.9137, 5.05626
1895	K073p	Leerdam	ZH	NL		51.8995, 5.09769
1896	K074p	Kedichem	ZH	NL		51.8664, 4.99921
1897	K075p	Heukelum	Gl	NL		51.8745, 5.08475
1898	K077p	Beesd	Gl	NL		51.8934, 5.19849
1899	K081p	Est	Gl	NL		51.8599, 5.31795
1900	K083p	Oud-Beijerland	ZH	NL		51.8263, 4.41247
1901	K084p	Heinenoord	ZH	NL		51.8267, 4.47132
1902	K085p	Mijnsheerenland	ZH	NL		51.7982, 4.49201
1903	K087p	Klaaswaal	ZH	NL		51.7698, 4.44183
1904	K092p	Puttershoek	ZH	NL		51.8072, 4.57179
1905	K093p	s-Gravendeel	ZH	NL		51.7807, 4.61197
1906	K095p	Dubbeldam	ZH	NL		51.7962, 4.70069
1907	K096p	Sliedrecht	ZH	NL		51.8237, 4.77472
1908	K097p	Giessendam	ZH	NL		51.8315, 4.837
1909	K099p	Gorinchem	ZH	NL		51.8346, 4.98188
1910	K100a	Sleeuwijk	NB	NL		51.8247, 4.9226
1911	K100p	Werkendam	NB	NL		51.8168, 4.89502
1912	K101b	Waardhuizen	NB	NL		51.7832, 4.9939
1913	K101p	Almkerk	NB	NL		51.7741, 4.9583
1914	K102p	Woudrichem	NB	NL		51.816, 5.00216
1915	K103p	Vuren	Gl	NL		51.8321, 5.07397
1916	K104a	Herwijnen	Gl	NL		51.8257, 5.13187
1917	K104p	Brakel	Gl	NL		51.8197, 5.10474
1918	K105p	Zuilichem	Gl	NL		51.8104, 5.14503
1919	K107a	Neer-Andel	NB	NL		51.7844, 5.06073
1920	K107p	Giessen	NB	NL		51.7902, 5.04058
1921	K107z	Uitwijk	NB	NL		51.7811, 5.01553
1922	K108p	Poederoijen	Gl	NL		51.7941, 5.08278
1923	K109p	Veen	NB	NL		51.7786, 5.11404
1924	K110a	Aalburg	NB	NL		51.7556, 5.14532
1925	K110p	Wijk	NB	NL		51.7668, 5.14124
1926	K111p	Nederhemert	Gl	NL		51.7553, 5.1624
1927	K112b	Hellouw	Gl	NL		51.8233, 5.17514
1928	K112p	Haaften	Gl	NL		51.8177, 5.22295
1929	K114p	Neerijnen	Gl	NL		51.8321, 5.28428
1930	K115p	Opijnen	Gl	NL		51.8325, 5.30491
1931	K116a	Nieuwaal	Gl	NL		51.8111, 5.18475
1932	K146p	Nieuwkuijk	NB	NL		51.6955, 5.18929
1933	K116p	Gameren	Gl	NL		51.8046, 5.21194
1934	K117p	Zaltbommel	Gl	NL		51.8125, 5.2637
1935	K119p	Kerkwijk	Gl	NL		51.7772, 5.22913
1936	K120p	Ammerzoden	Gl	NL		51.752, 5.23323
1937	K121p	Numansdorp	ZH	NL		51.7252, 4.43925
1938	K122p	Ooltgensplaat	ZH	NL		51.6879, 4.34022
1939	K123p	Willemstad	NB	NL		51.6912, 4.43494
1940	K123q	Tonnekreek	NB	NL		51.6791, 4.48835
1941	K124a	Moerdijk	NB	NL		51.7041, 4.63084
1942	K124b	Schenkeldijk	ZH	NL		51.7454, 4.60404
1943	K124p	Strijen	ZH	NL		51.7447, 4.55082
1944	K125a	Zevenbergschen Hoek	NB	NL		51.6774, 4.68595
1945	K125p	Lage Zwaluwe	NB	NL		51.7161, 4.70592
1946	K126a	Helkant	NB	NL		51.6787, 4.75914
1947	K126p	Hooge Zwaluwe	NB	NL		51.6921, 4.74691
1948	K127a	Drimmelen	NB	NL		51.7101, 4.80888
1949	K127p	Made	NB	NL		51.6845, 4.79917
1950	K128a	Hank	NB	NL		51.7408, 4.90037
1951	K128p	Dussen	NB	NL		51.7392, 4.98123
1952	K129a	Raamsdonksveer	NB	NL		51.6949, 4.88431
1953	K129p	Geertruidenberg	NB	NL		51.707, 4.86561
1954	K130p	Raamsdonk	NB	NL		51.6953, 4.9144
1955	K131p	Waspik	NB	NL		51.6914, 4.95457
1956	K132p	Capelle	NB	NL		51.6938, 4.99367
1957	K133a	Drongelen	NB	NL		51.7207, 5.04915
1958	K133b	Eethen	NB	NL		51.7323, 5.05609
1959	K133c	Babylonienbroek	NB	NL		51.7456, 5.02385
1960	K133d	Genderen	NB	NL		51.7405, 5.09469
1961	K134p	Heesbeen	NB	NL		51.7334, 5.12536
1962	K136a	Elshout	NB	NL		51.7073, 5.14909
1963	K136p	Oud-Heusden	NB	NL		51.7294, 5.14044
1964	K137p	Herpt	NB	NL		51.7316, 5.16302
1965	K138a	Loonsedijk	NB	NL		51.6705, 5.01443
1966	K138b	Heistraat	NB	NL		51.6798, 5.01185
1967	K138p	Vrijhoeve-Capelle	NB	NL		51.6777, 5.0249
1968	K139p	Sprang	NB	NL		51.6762, 5.05299
1969	K140p	Besoijen	NB	NL		51.6937, 5.0644
1970	K141p	Waalwijk	NB	NL		51.6977, 5.0734
1971	K142p	Baardwijk	NB	NL		51.7, 5.10097
1972	K143p	Drunen	NB	NL		51.6935, 5.13412
1973	K144p	Hedel	Gl	NL		51.7324, 5.2589
1974	K145a	Haarsteeg	NB	NL		51.7108, 5.20176
1975	K145p	Hedikhuizen	NB	NL		51.7363, 5.19563
1976	K147p	Vlijmen	NB	NL		51.7009, 5.23642
1977	K148a	Bokhoven	NB	NL		51.7367, 5.2363
1978	K148p	Engelen	NB	NL		51.724, 5.27549
1979	K149p	Empel	NB	NL		51.7355, 5.31613
1980	K150a	Orthen	NB	NL		51.7143, 5.2986
1981	K150p	s-Hertogenbosch	NB	NL		51.7053, 5.31869
1982	K151p	Dinteloord	NB	NL		51.6383, 4.37243
1983	K152a	Heijningen	NB	NL		51.6567, 4.41662
1984	K152p	Fijnaart	NB	NL		51.6372, 4.46564
1985	K153p	Oud Gastel	NB	NL		51.5882, 4.46163
1986	K153z	Stampersgat	NB	NL		51.6086, 4.43868
1987	K154p	Klundert	NB	NL		51.6626, 4.53279
1988	K155p	Zevenbergen	NB	NL		51.6482, 4.61123
1989	K156p	Standdaarbuiten	NB	NL		51.6142, 4.51267
1990	K157a	Leur	NB	NL		51.5914, 4.65324
1991	K157p	Oudenbosch	NB	NL		51.5896, 4.52516
1992	K158a	Wagenberg	NB	NL		51.6631, 4.75284
1993	K158b	Den Hout	NB	NL		51.6588, 4.81906
1994	K158c	Prinsenbeek	NB	NL		51.6037, 4.72163
1995	K158p	Terheijden	NB	NL		51.6451, 4.7601
1996	K159p	Teteringen	NB	NL		51.6142, 4.82112
1997	K135p	Heusden	NB	NL		51.7415, 5.12833
1998	K160p	Breda	NB	NL		51.5928, 4.78385
1999	K161a	Rijen	NB	NL		51.5963, 4.92295
2000	K161b	Dorst	NB	NL		51.596, 4.86589
2001	K162a	Oosteind	NB	NL		51.652, 4.91636
2002	K162p	s-Gravenmoer	NB	NL		51.6593, 4.94435
2003	K163a	Hooge Ham	NB	NL		51.6369, 4.94557
2004	K163b	Klein-Dongen	NB	NL		51.6469, 4.95299
2005	K163c	Dongense Vaart	NB	NL		51.6466, 4.97604
2006	K163p	Dongen	NB	NL		51.6322, 4.95013
2007	K164a	Kaatsheuvel	NB	NL		51.6634, 5.03905
2008	K164b	De Moer	NB	NL		51.6297, 5.02178
2009	K164p	Loon op Zand	NB	NL		51.6435, 5.06876
2010	K165a	Giersbergen	NB	NL		51.6624, 5.15735
2011	K165p	Udenhout	NB	NL		51.6203, 5.14755
2012	K166p	Berkel	NB	NL		51.5979, 5.15167
2013	K167p	Cromvoirt	NB	NL		51.6657, 5.23603
2014	K168p	Vught	NB	NL		51.667, 5.30421
2015	K169p	Helvoirt	NB	NL		51.6357, 5.23914
2016	K170p	Haaren	NB	NL		51.603, 5.23925
2017	K171a	Luissel	NB	NL		51.5928, 5.26631
2018	K171p	Esch	NB	NL		51.6146, 5.3013
2019	K172p	Boxtel	NB	NL		51.5913, 5.33738
2020	K173a	Kruisland	NB	NL		51.5667, 4.39003
2021	K173b	Heerle	NB	NL		51.5167, 4.36615
2022	K173c	Moerstraten	NB	NL		51.5411, 4.3486
2023	K173p	Wouw	NB	NL		51.521, 4.39504
2024	K173q	Welberg	NB	NL		51.5723, 4.34189
2025	K174a	Vroenhout	NB	NL		51.5394, 4.43163
2026	K174p	Roosendaal	NB	NL		51.5381, 4.46965
2027	K174q	Kalsdonk	NB	NL		51.5515, 4.46988
2028	K175a	Bosschenhoofd	NB	NL		51.5692, 4.54555
2029	K175b	Zegge	NB	NL		51.5525, 4.51836
2030	K177a	Schijf	NB	NL		51.502, 4.56328
2031	K177b	Sprundel	NB	NL		51.5401, 4.60908
2032	K177c	Sint Willebrord	NB	NL		51.5531, 4.59736
2033	K177p	Rucphen	NB	NL		51.5332, 4.56072
2034	K178a	Effen	NB	NL		51.5604, 4.72677
2035	K178p	Princenhage	NB	NL		51.5789, 4.74201
2036	K179a	Bavel	NB	NL		51.5697, 4.83468
2037	K179b	Ulvenhout	NB	NL		51.5549, 4.80886
2038	K179p	Ginneken	NB	NL		51.569, 4.80918
2039	K180p	Rijsbergen	NB	NL		51.5191, 4.70588
2040	K180z	Hazeldonk	NB	NL		51.5078, 4.74501
2041	K181a	Dassemus	NB	NL		51.5215, 4.86225
2042	K181p	Chaam	NB	NL		51.5076, 4.8769
2043	K182a	Molenschot	NB	NL		51.5771, 4.89362
2044	K182b	Hulten	NB	NL		51.5687, 4.97675
2045	K182p	Gilze	NB	NL		51.5415, 4.9545
2046	K183a	Korvel	NB	NL		51.5503, 5.07592
2047	K183b	Enschot	NB	NL		51.581, 5.14225
2048	K183p	Tilburg	NB	NL		51.5663, 5.09181
2049	K184a	Riel	NB	NL		51.5259, 5.03461
2050	K184b	Biest	NB	NL		51.5153, 5.1571
2051	K184c	Houtakker	NB	NL		51.504, 5.10421
2052	K184p	Goirle	NB	NL		51.5251, 5.0701
2053	K185p	Oisterwijk	NB	NL		51.5843, 5.21429
2054	K186p	Moergestel	NB	NL		51.5453, 5.18994
2055	K187a	Spoordonk	NB	NL		51.5211, 5.27599
2056	K187p	Oirschot	NB	NL		51.5065, 5.32298
2057	L003p	Maurik	Gl	NL		51.9656, 5.43031
2058	L004p	Eck en Wiel	Gl	NL		51.9758, 5.46363
2059	L005p	Ingen	Gl	NL		51.9593, 5.4959
2060	L006p	Ommeren	Gl	NL		51.949, 5.49688
2061	L010p	Wageningen	Gl	NL		51.9693, 5.6665
2062	L011p	Lienden	Gl	NL		51.9512, 5.52766
2063	L013p	Opheusden	Gl	NL		51.9419, 5.63758
2064	L014p	Renkum	Gl	NL		51.9772, 5.73318
2065	L015p	Heelsum	Gl	NL		51.9849, 5.76857
2066	L016p	Doorwerth	Gl	NL		51.9789, 5.79477
2067	L017p	Oosterbeek	Gl	NL		51.9924, 5.85195
2068	L018p	Randwijk	Gl	NL		51.9639, 5.71844
